Word,Upper,BE_TWord,AM_TWord,RatperWord,AoAestimate,SD,min,max,unknown,AoALikert,SDLikert,minLikert,maxLikert
Tapete,TAPETE,wallpaper,wallpaper,19,5.68,2.58,2,12,0,3.00,1.25,1,6
tapfer,TAPFER,brave,brave,18,4.33,1.85,2,10,0,2.39,0.92,1,5
Tarif,TARIF,tariff,tariff,26,10.88,3.12,4,19,0,5.42,1.33,2,7
tarnen,TARNEN,disguise,disguise,24,7.67,2.96,3,15,0,4.04,1.37,2,7
Tarnung,TARNUNG,camouflage,camouflage,27,8.81,3.27,4,16,0,4.48,1.42,2,7
Tasche,TASCHE,bag,bag,20,2.95,1.15,1,5,0,1.65,0.67,1,3
Taschenrechner,TASCHENRECHNER,calculator,calculator,18,6.06,2.15,3,10,0,3.33,1.03,2,5
Taschentuch,TASCHENTUCH,handkerchief,handkerchief,27,3.37,1.67,1,8,0,1.96,0.81,1,4
Tasse,TASSE,cup,cup,17,3.24,1.30,1,7,0,1.88,0.70,1,4
Tastatur,TASTATUR,keyboard,keyboard,17,7.88,2.93,4,14,0,4.12,1.41,2,7
Taste,TASTE,key,key,19,5.47,3.37,1,14,0,3.00,1.60,1,7
Tätigkeit,TÄTIGKEIT,occupation,occupation,24,8.38,3.19,3,17,0,4.29,1.40,2,7
Tatort,TATORT,scene of crime,scene of crime,19,8.37,3.02,4,15,0,4.32,1.49,2,7
Tatsache,TATSACHE,fact,fact,530,8.16,2.82,2,25,0,4.24,1.28,1,7
taub,TAUB,deaf,deaf,18,5.28,2.22,2,12,0,2.78,1.11,1,6
Taube,TAUBE,pigeon,pigeon,14,3.79,1.25,1,6,0,2.21,0.58,1,3
tauchen,TAUCHEN,dive,dive,10,4.50,0.97,3,6,0,2.60,0.52,2,3
Taufe,TAUFE,baptism,baptism,27,5.96,2.89,3,14,0,3.30,1.41,2,7
tausend,TAUSEND,thousand,thousand,16,6.38,1.82,3,9,0,3.31,0.95,2,5
Taxi,TAXI,taxi,taxi,23,5.91,2.89,2,13,0,3.22,1.48,1,7
Teamarbeit,TEAMARBEIT,teamwork,teamwork,23,9.96,3.25,5,16,0,5.13,1.46,3,7
Teamwork,TEAMWORK,teamwork,teamwork,22,11.55,3.16,5,19,0,5.73,1.20,3,7
technisch,TECHNISCH,technical,technical,20,7.65,2.56,4,13,0,4.10,1.29,2,7
Technologie,TECHNOLOGIE,technology,technology,26,11.42,3.85,5,21,0,5.54,1.39,3,7
Teddy,TEDDY,teddy,teddy,23,2.74,1.81,1,9,0,1.65,0.93,1,5
Teelöffel,TEELÖFFEL,teaspoon,teaspoon,24,4.58,2.26,1,12,0,2.50,1.14,1,6
Teig,TEIG,dough,dough,14,4.50,1.56,2,8,0,2.50,0.76,1,4
Teil,TEIL,part,part,16,3.88,1.82,2,7,0,2.25,1.06,1,4
teilen,TEILEN,share,share,19,4.11,1.73,1,7,0,2.42,0.96,1,4
Teilnahme,TEILNAHME,participation,participation,17,7.41,1.66,4,10,0,3.88,0.78,2,5
Telefon,TELEFON,telephone,telephone,15,3.53,1.68,2,8,0,2.00,0.85,1,4
Telegramm,TELEGRAMM,telegram,telegram,19,8.26,2.60,4,14,0,4.32,1.29,2,7
Teller,TELLER,plate,plate,18,3.14,1.88,1,9,0,1.89,1.02,1,5
Tempel,TEMPEL,temple,temple,26,6.69,2.09,4,13,0,3.62,1.13,2,7
Temperament,TEMPERAMENT,temperament,temperament,17,8.82,2.96,5,14,0,4.53,1.55,3,7
Temperatur,TEMPERATUR,temperature,temperature,27,6.70,2.07,2,12,0,3.52,1.01,1,6
Tempo,TEMPO,tempo,tempo,24,6.13,2.40,2,11,0,3.25,1.22,1,6
temporär,TEMPORÄR,temporary,temporary,19,13.32,3.37,8,20,0,6.32,0.89,4,7
Tendenz,TENDENZ,tendency,tendency,16,10.44,3.22,3,15,0,5.25,1.48,2,7
Tennis,TENNIS,tennis,tennis,17,6.24,2.61,2,10,0,3.29,1.31,1,5
Tenor,TENOR,tenor,tenor,19,10.84,4.50,5,24,0,5.32,1.34,3,7
Teppich,TEPPICH,carpet,carpet,19,3.47,2.06,1,10,0,2.00,1.00,1,5
Terrain,TERRAIN,terrain,terrain,14,12.07,3.20,8,18,0,5.86,1.23,4,7
Test,TEST,test,test,26,6.96,2.89,3,15,0,3.69,1.41,2,7
testen,TESTEN,test,test,16,6.44,1.93,3,9,0,3.44,0.89,2,5
teuer,TEUER,expensive,expensive,19,5.16,1.92,3,10,0,2.79,0.92,2,5
Theater,THEATER,theatre,theatre,27,6.70,2.67,3,12,0,3.56,1.31,2,6
Theke,THEKE,counter,counter,19,8.21,3.41,3,15,0,4.21,1.65,2,7
Thema,THEMA,topic,topic,18,7.67,2.83,3,14,0,4.00,1.50,2,7
Theorie,THEORIE,theory,theory,16,10.06,2.54,8,17,0,5.06,1.06,4,7
Therapie,THERAPIE,therapy,therapy,15,9.67,2.82,6,14,0,5.00,1.31,3,7
Thermostat,THERMOSTAT,thermostat,thermostat,19,9.95,3.84,4,18,0,5.05,1.65,2,7
Thriller,THRILLER,thriller,thriller,19,11.05,4.17,4,22,0,5.37,1.42,2,7
Thron,THRON,throne,throne,14,5.79,2.36,3,11,0,3.07,1.27,2,6
Tiefe,TIEFE,depth,depth,18,5.50,2.79,1,10,0,3.00,1.33,1,5
tiefsinnig,TIEFSINNIG,profound,profound,19,9.13,3.05,4,15,0,4.68,1.49,2,7
Tier,TIER,animal,animal,530,2.82,1.19,0,8,0,1.67,0.62,1,4
Tiger,TIGER,tiger,tiger,24,3.88,1.57,2,8,0,2.13,0.85,1,4
Tinte,TINTE,ink,ink,26,5.81,1.30,3,8,0,3.04,0.66,2,4
Tintenfisch,TINTENFISCH,octopus,octopus,19,5.79,2.62,3,13,0,3.21,1.40,2,7
Tisch,TISCH,table,table,25,3.12,1.81,1,8,0,1.76,0.93,1,4
Titel,TITEL,title,title,16,6.63,1.71,5,12,0,3.50,0.82,3,6
Toast,TOAST,toast,toast,10,4.30,1.49,2,6,0,2.40,0.84,1,3
Toaster,TOASTER,toaster,toaster,14,5.14,2.07,3,10,0,2.79,0.89,2,5
toben,TOBEN,romp,romp,19,3.42,2.14,1,9,0,1.84,1.12,1,5
Tochter,TOCHTER,daughter,daughter,16,3.94,1.77,2,6,0,2.06,0.93,1,3
Toilette,TOILETTE,toilet,toilet,10,2.80,1.48,1,6,0,1.70,0.67,1,3
tolerant,TOLERANT,tolerant,tolerant,14,11.14,3.25,6,16,0,5.57,1.50,3,7
Toleranz,TOLERANZ,tolerance,tolerance,18,9.67,3.07,3,15,0,5.06,1.43,2,7
tolerieren,TOLERIEREN,tolerate,tolerate,18,9.28,3.53,2,15,0,4.83,1.82,1,7
toll,TOLL,great,great,14,3.21,1.48,1,6,0,1.79,0.70,1,3
tollkühn,TOLLKÜHN,daring,daring,26,9.69,3.31,4,16,0,4.88,1.48,2,7
Tomate,TOMATE,tomato,tomato,25,3.88,2.01,1,9,0,2.12,1.01,1,5
Ton,TON,sound,sound,25,4.84,2.10,1,10,0,2.64,1.08,1,5
Tonfall,TONFALL,intonation,intonation,19,8.42,3.19,4,16,0,4.26,1.37,2,7
Tonne,TONNE,ton,ton,16,4.31,1.40,2,6,0,2.38,0.72,1,3
topfit,TOPFIT,in top form,in top form,16,8.94,3.75,4,15,0,4.69,1.74,2,7
Torheit,TORHEIT,foolishness,foolishness,16,10.25,3.00,5,15,0,5.31,1.30,3,7
torkeln,TORKELN,stagger,stagger,16,8.06,2.24,4,11,0,4.25,1.24,2,6
Torpedo,TORPEDO,torpedo,torpedo,14,8.79,2.46,6,15,0,4.43,1.16,3,7
Torte,TORTE,gateau,gateau,18,3.61,1.14,1,5,0,2.17,0.62,1,3
Torwart,TORWART,goalkeeper,goalkeeper,14,6.29,2.09,3,10,0,3.36,1.01,2,5
Tourismus,TOURISMUS,tourism,tourism,17,10.65,3.43,4,18,0,5.29,1.45,2,7
Tourist,TOURIST,tourist,tourist,18,8.00,2.38,4,13,0,4.11,1.23,2,7
Tracht,TRACHT,national costume,national costume,17,8.76,3.44,5,15,0,4.47,1.50,3,7
trachten,TRACHTEN,strive,strive,17,10.06,2.73,6,16,0,5.06,1.20,3,7
Tradition,TRADITION,tradition,tradition,26,9.77,2.90,4,16,0,5.00,1.26,2,7
traditionell,TRADITIONELL,traditional,traditional,16,9.31,2.33,7,16,0,4.88,0.89,4,7
tragen,TRAGEN,carry,carry,18,3.17,1.25,1,5,0,1.89,0.68,1,3
tragisch,TRAGISCH,tragic,tragic,17,8.82,3.61,4,18,0,4.47,1.46,2,7
Traktor,TRAKTOR,tractor,tractor,18,3.86,1.97,1.5,10,0,2.28,0.89,1,5
Trampel,TRAMPEL,oaf,oaf,18,6.39,2.95,3,13,0,3.39,1.46,2,7
Trampolin,TRAMPOLIN,trampoline,trampoline,14,5.64,3.25,2,14,0,3.07,1.64,1,7
Trance,TRANCE,trance,trance,14,10.64,3.20,6,16,0,5.29,1.38,3,7
Träne,TRÄNE,tear,tear,19,4.05,1.51,2,6,0,2.26,0.81,1,3
Transport,TRANSPORT,transport,transport,21,7.86,3.07,3,15,0,4.10,1.45,2,7
Tratsch,TRATSCH,tittle-tattle,tittle-tattle,17,8.53,5.28,4,25,1,4.06,1.64,2,7
Traube,TRAUBE,grape,grape,27,5.30,3.44,2,20,0,2.78,1.22,1,7
Trauer,TRAUER,grief,grief,15,6.40,2.69,2,13,0,3.47,1.36,1,7
trauern,TRAUERN,grieve,grieve,19,6.53,1.90,3,10,0,3.42,0.96,2,5
Traum,TRAUM,dream,dream,18,3.44,1.29,1,6,0,2.00,0.69,1,3
Trauung,TRAUUNG,wedding ceremony,wedding ceremony,19,8.42,3.44,3,17,0,4.32,1.42,2,7
treffen,TREFFEN,meet,meet,10,3.70,1.25,1,5,0,2.20,0.63,1,3
Treffer,TREFFER,hit,hit,15,6.00,2.48,3,12,0,3.20,1.21,2,6
treiben,TREIBEN,be up to,be up to,18,7.67,4.55,4,20,0,3.78,1.77,2,7
Trend,TREND,trend,trend,25,11.84,3.39,7,20,0,5.76,1.20,4,7
trennen,TRENNEN,separate,separate,18,5.17,1.86,2,10,0,2.78,0.88,1,5
Trennung,TRENNUNG,separation,separation,18,7.06,2.15,3,10,0,3.72,1.13,2,5
Treppe,TREPPE,stairs,stairs,16,3.25,1.00,2,6,0,1.88,0.50,1,3
Treppenhaus,TREPPENHAUS,staircase,staircase,22,5.05,1.59,2,8,0,2.82,0.80,1,4
Tresor,TRESOR,safe,safe,18,7.89,1.84,5,12,0,4.22,0.94,3,6
treten,TRETEN,kick,kick,17,3.65,1.50,1,6,0,2.00,0.79,1,3
treu,TREU,faithful,faithful,27,7.56,2.62,3,12,0,3.93,1.17,2,6
Treue,TREUE,faithfulness,faithfulness,17,8.82,3.83,3,15,0,4.53,1.81,2,7
treulos,TREULOS,unfaithful,unfaithful,18,8.67,2.93,4,16,0,4.44,1.34,2,7
Trickfilm,TRICKFILM,animated film,animated film,15,5.47,2.47,2,11,0,3.07,1.28,1,6
trinken,TRINKEN,drink,drink,25,2.64,1.55,1,8,0,1.56,0.77,1,4
trist,TRIST,dreary,dreary,19,8.95,2.70,4,14,0,4.58,1.35,2,7
Tritt,TRITT,kick,kick,18,4.44,1.79,1,8,0,2.50,0.86,1,4
Triumph,TRIUMPH,triumph,triumph,20,9.50,3.35,4,14,0,4.90,1.68,2,7
trocken,TROCKEN,dry,dry,17,3.24,1.25,1,5,0,1.94,0.75,1,3
Troll,TROLL,troll,troll,23,8.09,4.48,3,20,0,4.09,1.83,2,7
Trommel,TROMMEL,drum,drum,18,3.11,0.96,1,5,0,1.94,0.54,1,3
Trommelwirbel,TROMMELWIRBEL,drum roll,drum roll,18,6.89,2.85,4,15,0,3.61,1.33,2,7
Trommler,TROMMLER,drummer,drummer,18,4.83,2.23,2,11,0,2.67,1.19,1,6
Trompete,TROMPETE,trumpet,trumpet,26,5.73,2.43,2,12,0,3.04,1.18,1,6
Tropen,TROPEN,tropics,tropics,18,9.28,2.49,4,14,0,4.83,1.20,2,7
Tropf,TROPF,drip,drip,9,9.33,3.16,5,15,1,4.78,1.30,3,7
Tropfen,TROPFEN,drop,drop,19,3.42,1.39,2,6,0,1.95,0.71,1,3
Trost,TROST,consolation,consolation,10,5.20,2.44,2,10,0,2.80,1.14,1,5
trostlos,TROSTLOS,desolate,desolate,27,8.93,3.10,3,14,0,4.63,1.47,2,7
Trott,TROTT,trot,trot,24,9.38,2.72,5,14,0,4.92,1.32,3,7
Trottel,TROTTEL,fool,fool,24,6.38,2.46,2,12,0,3.42,1.25,1,6
trotzig,TROTZIG,defiant,defiant,17,4.53,1.55,2,7,0,2.47,0.87,1,4
Truhe,TRUHE,chest,chest,19,4.58,1.98,2,10,0,2.53,1.07,1,5
Trumpf,TRUMPF,trump,trump,25,8.48,2.95,4,15,0,4.36,1.38,2,7
Truppe,TRUPPE,troops,troops,24,7.58,2.48,3,14,0,4.00,1.18,2,7
Tugend,TUGEND,virtue,virtue,23,10.30,2.46,6,14,0,5.30,1.18,3,7
tugendhaft,TUGENDHAFT,virtuous,virtuous,23,10.39,2.19,7,14,0,5.39,1.08,4,7
Tulpe,TULPE,tulip,tulip,16,4.81,1.80,3,9,0,2.75,1.00,2,5
Tumult,TUMULT,tumult,tumult,17,9.00,2.78,5,16,0,4.59,1.18,3,7
Tunnel,TUNNEL,tunnel,tunnel,18,4.11,1.37,2,6,0,2.28,0.67,1,3
Tür,TÜR,door,door,25,3.12,1.72,1,9,0,1.84,0.99,1,5
Turban,TURBAN,turban,turban,24,7.75,3.23,4,14,0,4.17,1.55,2,7
turbulent,TURBULENT,turbulent,turbulent,18,8.83,2.31,6,13,0,4.61,1.20,3,7
Turm,TURM,tower,tower,25,3.68,1.93,1,8,0,2.00,0.91,1,4
türmen,TÜRMEN,stack up,stack up,14,8.21,3.31,1,13,0,4.36,1.65,1,7
tuscheln,TUSCHELN,whisper to,whisper to,26,6.42,1.81,4,12,0,3.35,0.94,2,6
typisch,TYPISCH,typical,typical,25,7.56,2.65,2,14,0,3.96,1.34,1,7
Tyrann,TYRANN,tyrant,tyrant,17,10.53,3.37,5,16,0,5.35,1.46,3,7
Übelkeit,ÜBELKEIT,nausea,nausea,14,5.57,2.24,2,9,0,3.07,1.14,1,5
üben,ÜBEN,practise,practice,15,5.00,1.46,3,8,0,2.80,0.68,2,4
überbevölkert,ÜBERBEVÖLKERT,overpopulated,overpopulated,14,10.21,3.75,5,16,0,5.21,1.58,3,7
überbieten,ÜBERBIETEN,outbid,outbid,18,8.78,2.44,5,13,0,4.61,1.24,3,7
Überblick,ÜBERBLICK,overview,overview,26,7.96,2.62,4,14,0,4.19,1.27,2,7
übergehen,ÜBERGEHEN,move on,move on,26,9.42,4.00,3,18,0,4.81,1.74,2,7
überlegen,ÜBERLEGEN,think over,think over,22,5.64,2.34,3,12,0,3.14,1.17,2,6
Übermut,ÜBERMUT,boisterousness,boisterousness,17,7.88,2.57,3,13,0,4.24,1.35,2,7
Übernahme,ÜBERNAHME,takeover,takeover,26,10.23,3.96,4,20,0,5.04,1.43,2,7
Überraschung,ÜBERRASCHUNG,surprise,surprise,19,4.11,1.49,2,8,0,2.26,0.65,1,4
übersehen,ÜBERSEHEN,overlook,overlook,15,6.00,1.60,3,8,0,3.13,0.74,2,4
überwinden,ÜBERWINDEN,overcome,overcome,19,7.53,2.87,3,13,0,4.00,1.45,2,7
überzeugen,ÜBERZEUGEN,convince,convince,25,7.40,2.77,3,14,0,3.88,1.27,2,7
Uhr,UHR,clock,clock,19,3.21,1.03,1,5,0,1.89,0.57,1,3
Uhrwerk,UHRWERK,clockwork,clockwork,27,7.15,2.23,4,12,0,3.81,1.08,2,6
umarmen,UMARMEN,hug,hug,26,4.00,1.65,2,7,0,2.23,0.95,1,4
Umbruch,UMBRUCH,upheaval,upheaval,9,11.00,4.21,6,20,0,5.33,1.32,3,7
Umfang,UMFANG,circumference,circumference,16,8.25,1.84,5,12,0,4.25,0.77,3,6
Umfrage,UMFRAGE,survey,survey,25,9.28,3.41,3,21,0,4.72,1.28,2,7
umgeben,UMGEBEN,surround,surround,23,7.22,2.58,3,13,0,3.78,1.31,2,7
Umsatz,UMSATZ,turnover,turnover,19,11.16,4.44,6,20,0,5.21,1.32,3,7
Umsicht,UMSICHT,prudence,prudence,18,10.06,2.78,5,15,1,5.11,1.23,3,7
umsonst,UMSONST,free,free,18,5.33,1.64,2,9,0,2.83,0.92,1,5
Umtrunk,UMTRUNK,communal drink,communal drink,24,12.54,4.79,0,21,2,5.88,1.62,1,7
Umweg,UMWEG,detour,detour,24,6.38,2.32,3,12,0,3.42,1.14,2,6
Umwelt,UMWELT,environment,environment,26,8.35,3.38,3,15,0,4.31,1.57,2,7
Unabhängigkeit,UNABHÄNGIGKEIT,independence,independence,25,8.80,2.84,4,15,0,4.64,1.44,2,7
unakzeptabel,UNAKZEPTABEL,unacceptable,unacceptable,26,11.00,3.58,4,19,0,5.46,1.50,2,7
unbefugt,UNBEFUGT,unauthorized,unauthorized,24,8.33,2.48,3,13,0,4.42,1.18,2,7
unbequem,UNBEQUEM,uncomfortable,uncomfortable,23,6.13,2.01,2,9,0,3.26,1.05,1,5
unfair,UNFAIR,unfair,unfair,27,6.28,3.27,1,14,0,3.30,1.66,1,7
Unfall,UNFALL,accident,accident,26,4.42,1.75,2,10,0,2.38,0.85,1,5
Unfug,UNFUG,nonsense,nonsense,24,6.25,3.60,2,20,0,3.25,1.29,1,7
Ungeduld,UNGEDULD,impatience,impatience,14,6.71,2.46,3,12,0,3.57,1.28,2,6
ungesund,UNGESUND,unhealthy,unhealthy,24,4.79,1.89,2,10,0,2.67,0.96,1,5
Ungnade,UNGNADE,disgrace,disgrace,19,10.00,3.65,5,16,0,5.05,1.51,3,7
Unheil,UNHEIL,disaster,disaster,19,8.58,2.43,5,15,0,4.47,1.12,3,7
Uniform,UNIFORM,uniform,uniform,19,5.95,2.22,2,10,0,3.11,1.05,1,5
Universum,UNIVERSUM,universe,universe,10,7.20,2.74,4,13,0,3.70,1.49,2,7
Unkosten,UNKOSTEN,extra expense,extra expense,25,10.44,2.99,5,16,0,5.40,1.50,3,7
Unkraut,UNKRAUT,weeds,weeds,23,5.30,1.52,2,8,0,2.96,0.77,1,4
unlogisch,UNLOGISCH,illogical,illogical,24,8.67,2.78,3,16,0,4.46,1.25,2,7
unmöglich,UNMÖGLICH,impossible,impossible,17,5.71,2.54,1,13,0,3.12,1.27,1,7
Unmut,UNMUT,displeasure,displeasure,19,9.00,3.13,2,15,0,4.63,1.61,1,7
unnahbar,UNNAHBAR,unapproachable,unapproachable,25,11.08,3.12,3,18,0,5.56,1.36,2,7
unnütz,UNNÜTZ,useless,useless,27,7.78,2.49,3,12,0,4.07,1.24,2,6
Unrat,UNRAT,refuse,refuse,24,9.50,3.43,5,15,0,4.92,1.56,3,7
Unruhe,UNRUHE,agitation,agitation,25,7.28,3.05,3,14,0,3.88,1.45,2,7
Unschuld,UNSCHULD,innocence,innocence,19,8.42,2.67,4,15,0,4.26,1.28,2,7
unsicher,UNSICHER,unsafe,unsafe,19,5.84,1.83,2,9,0,3.16,1.01,1,5
Unsicherheit,UNSICHERHEIT,lack of assurance,lack of assurance,25,8.08,2.75,3,14,0,4.24,1.27,2,7
Unsinn,UNSINN,nonsense,nonsense,10,4.70,1.83,2,8,0,2.50,0.85,1,4
Untergang,UNTERGANG,sinking,sinking,14,6.57,1.60,4,10,0,3.50,0.85,2,5
Unterhalt,UNTERHALT,maintenance,maintenance,10,10.00,2.00,7,13,0,5.20,1.03,4,7
Unterhaltung,UNTERHALTUNG,conversation,conversation,17,6.94,2.95,3,14,0,3.65,1.46,2,7
unterrichten,UNTERRICHTEN,teach,teach,16,5.19,0.83,4,7,0,2.88,0.50,2,4
Untertan,UNTERTAN,subject,subject,27,8.37,3.21,4,14,0,4.33,1.57,2,7
Unterton,UNTERTON,undertone,undertone,17,9.59,2.48,4,15,0,4.88,1.17,2,7
Unvernunft,UNVERNUNFT,unreasonableness,unreasonableness,14,7.71,2.92,5,15,0,4.07,1.27,3,7
Unwesen,UNWESEN,sinister doings,sinister doings,27,7.91,2.77,2,14,0,4.11,1.34,1,7
Unwetter,UNWETTER,storm,storm,19,5.95,1.81,3,10,0,3.26,0.81,2,5
Urlaub,URLAUB,holiday,vacation,530,4.72,2.07,1,18,0,2.56,1.00,1,7
Urne,URNE,urn,urn,14,9.29,3.05,5,15,0,4.71,1.44,3,7
Urteil,URTEIL,sentence,sentence,23,8.61,2.21,4,12,0,4.48,1.08,2,6
Urwald,URWALD,primeval forest,primeval forest,26,5.23,1.68,3,9,0,2.81,0.85,2,5
Utopie,UTOPIE,utopia,utopia,24,13.00,3.62,8,24,0,6.13,1.03,4,7
Vagabund,VAGABUND,vagabond,vagabond,23,9.87,3.35,5,16,0,5.09,1.50,3,7
Vakuum,VAKUUM,vacuum,vacuum,15,11.07,2.74,6,15,0,5.67,1.35,3,7
Vampir,VAMPIR,vampire,vampire,25,7.20,3.29,3,18,0,3.76,1.36,2,7
Vanille,VANILLE,vanilla,vanilla,19,5.26,2.51,2,12,0,2.84,1.21,1,6
Variation,VARIATION,variation,variation,25,10.40,3.16,5,17,0,5.32,1.28,3,7
Vase,VASE,vase,vase,19,4.84,1.80,2,9,0,2.63,0.96,1,5
Vater,VATER,father,father,20,2.40,1.39,1,6,0,1.50,0.69,1,3
väterlich,VÄTERLICH,fatherly,fatherly,16,6.06,2.38,2,11,0,3.19,1.22,1,6
Veganer,VEGANER,vegan,vegan,20,14.70,4.84,6,25,0,6.35,1.18,3,7
vegetarisch,VEGETARISCH,vegetarian,vegetarian,19,10.63,4.63,4,20,0,5.11,1.73,2,7
Vegetation,VEGETATION,vegetation,vegetation,14,10.29,2.49,7,15,0,5.29,0.99,4,7
Veilchen,VEILCHEN,violet,violet,19,5.11,2.00,2,10,0,2.74,0.93,1,5
Vektor,VEKTOR,vector,vector,21,14.57,2.68,9,19,1,6.67,0.73,5,7
Vene,VENE,vein,vein,20,8.75,3.42,2,17,0,4.50,1.47,1,7
Ventil,VENTIL,valve,valve,18,7.44,2.55,2,13,0,3.94,1.35,1,7
Ventilator,VENTILATOR,ventilator,ventilator,22,6.59,2.13,4,12,0,3.45,1.01,2,6
Venus,VENUS,Venus,Venus,15,9.67,3.50,5,15,0,4.93,1.62,3,7
Veranda,VERANDA,veranda,veranda,24,7.50,3.56,2,16,0,3.83,1.63,1,7
verändern,VERÄNDERN,change,change,14,5.64,1.86,3,8,0,3.07,0.83,2,4
Verb,VERB,verb,verb,17,9.18,2.07,6,14,0,4.71,1.05,3,7
verbal,VERBAL,verbal,verbal,17,11.71,3.37,6,21,0,5.76,1.20,3,7
Verband,VERBAND,bandage,bandage,16,5.69,3.16,3,14,0,3.06,1.57,2,7
verbessern,VERBESSERN,improve,improve,18,5.61,2.03,2,10,0,3.06,1.00,1,5
verbieten,VERBIETEN,forbid,forbid,19,3.63,1.74,2,8,0,2.05,0.91,1,4
verbinden,VERBINDEN,join,join,24,5.46,1.98,3,10,0,2.92,0.93,2,5
verboten,VERBOTEN,forbidden,forbidden,16,3.38,1.26,1,6,0,1.88,0.62,1,3
Verdacht,VERDACHT,suspicion,suspicion,19,7.21,2.37,3,12,0,3.84,1.21,2,6
verdanken,VERDANKEN,have to thank to,have to thank to,17,7.53,2.55,2,12,0,3.88,1.32,1,6
verdienen,VERDIENEN,deserve,deserve,24,6.08,1.77,3,10,0,3.21,0.88,2,5
verdreht,VERDREHT,twisted,twisted,26,6.73,2.96,2,15,0,3.58,1.42,1,7
Verehrer,VEREHRER,admirer,admirer,19,8.16,3.17,5,17,0,4.21,1.40,3,7
Verein,VEREIN,association,association,15,6.20,2.40,3,12,0,3.27,1.16,2,6
vereinbaren,VEREINBAREN,agree,agree,18,7.72,2.24,4,13,0,4.06,1.21,2,7
Verfall,VERFALL,dilapidation,dilapidation,18,9.28,3.03,5,15,0,4.72,1.36,3,7
Verfassung,VERFASSUNG,constitution,constitution,17,11.59,2.43,6,14,0,5.94,1.25,3,7
verfolgen,VERFOLGEN,pursue,pursue,25,6.12,2.03,3,11,0,3.36,0.99,2,6
verfügen,VERFÜGEN,have at disposal,have at disposal,18,9.39,3.38,5,18,0,4.78,1.26,3,7
vergeben,VERGEBEN,forgive,forgive,25,7.80,2.45,2,12,0,4.08,1.26,1,6
vergehen,VERGEHEN,wear off,wear off,19,9.32,3.30,5,15,0,4.79,1.44,3,7
vergessen,VERGESSEN,forget,forget,14,5.57,2.06,3,10,0,3.00,1.04,2,5
verhindern,VERHINDERN,prevent,prevent,17,6.71,2.08,3,10,0,3.65,1.00,2,5
verirren,VERIRREN,get lost,get lost,10,5.60,1.43,3,8,0,3.00,0.67,2,4
verkaufen,VERKAUFEN,sell,sell,17,4.41,2.32,2,9,0,2.47,1.28,1,5
Verkehr,VERKEHR,traffic,traffic,17,5.47,2.45,1,10,0,3.00,1.22,1,5
Verlag,VERLAG,publisher,publisher,23,9.57,2.90,6,18,0,4.83,1.23,3,7
verlagern,VERLAGERN,shift,shift,17,8.94,2.79,5,14,0,4.71,1.40,3,7
verlangen,VERLANGEN,desire,desire,19,6.16,2.59,2,14,0,3.32,1.29,1,7
verlassen,VERLASSEN,abandon,abandon,27,5.70,2.35,2,14,0,3.04,1.16,1,7
verlaufen,VERLAUFEN,disperse,disperse,24,4.79,1.77,2,9,0,2.63,0.97,1,5
verlegen,VERLEGEN,mislay,mislay,16,7.25,3.32,3,16,1,3.75,1.39,2,7
verleihen,VERLEIHEN,lend,lend,24,6.17,2.35,3,13,0,3.33,1.20,2,7
verletzen,VERLETZEN,injure,injure,14,5.57,2.59,2,12,0,3.00,1.36,1,6
verletzt,VERLETZT,injured,injured,24,4.29,1.46,1,7,0,2.46,0.66,1,4
Verletzung,VERLETZUNG,injury,injury,25,5.24,2.20,2,12,0,2.76,1.13,1,6
verlieren,VERLIEREN,lose,lose,19,4.00,1.15,2,7,0,2.32,0.67,1,4
verloben,VERLOBEN,get engaged,get engaged,19,7.26,2.60,3,13,0,3.84,1.34,2,7
Verlust,VERLUST,loss,loss,17,6.35,2.12,3,10,0,3.35,1.00,2,5
vermeiden,VERMEIDEN,avoid,avoid,21,7.62,2.84,4,15,0,3.95,1.43,2,7
vermieten,VERMIETEN,rent out,rent out,16,7.88,2.28,5,12,0,4.00,1.10,3,6
vermuten,VERMUTEN,suspect,suspect,19,6.05,2.27,3,12,0,3.26,1.10,2,6
Vernunft,VERNUNFT,reason,reason,25,7.76,3.41,3,18,0,4.00,1.32,2,7
Verrat,VERRAT,betrayal,betrayal,25,8.12,2.85,5,15,0,4.32,1.38,3,7
verraten,VERRATEN,betray,betray,25,4.96,1.86,2,11,0,2.68,0.95,1,6
Verruf,VERRUF,disrepute,disrepute,16,10.31,2.60,6,15,0,5.31,1.25,3,7
Vers,VERS,verse,verse,26,7.04,2.32,4,12,0,3.73,1.19,2,6
versagen,VERSAGEN,be unsuccessful,be unsuccessful,25,7.80,2.92,3,16,0,4.12,1.27,2,7
Versager,VERSAGER,failure,failure,19,8.26,2.79,4,15,0,4.32,1.25,2,7
Versehen,VERSEHEN,oversight,oversight,16,6.69,2.15,4,10,0,3.63,1.02,2,5
versetzen,VERSETZEN,transfer,transfer,17,8.06,2.63,4,13,0,4.24,1.35,2,7
versichern,VERSICHERN,ensure,ensure,14,9.14,2.82,5,15,0,4.86,1.29,3,7
Versorgung,VERSORGUNG,supply,supply,19,9.11,2.64,4,15,0,4.74,1.19,2,7
Verstand,VERSTAND,intellect,intellect,23,7.39,1.92,4,10,0,3.91,0.90,2,5
verstärken,VERSTÄRKEN,enhance,enhance,26,8.08,3.52,4,17,0,4.12,1.48,2,7
